trace_id,transition_id,split,decision,label_source,label_reason,previous_token_count,current_token_count,previous_changed_token_count,current_changed_token_count,block_size,candidate_block_index,candidate_position_ratio,relative_block_offset,nearest_changed_block_distance,source_displacement_blocks,candidate_share_of_native_recompute,same_position_match,requires_repacking,changed_candidate_token_overlap_ratio,introduced_candidate_token_overlap_ratio,removed_candidate_token_overlap_ratio,changed_candidate_token_jaccard,edit_span_count,edit_span_count_before_candidate,previous_changed_tokens_before_candidate,current_changed_tokens_before_candidate,preceding_context_match_tokens,preceding_matching_run_blocks,following_matching_run_blocks,matching_run_length_blocks,source_occurrence_count,aligned_source_occurrence_count,mtrag_case_index,mtrag_collection,mtrag_conversation_id,mtrag_current_task_id,trial_id,adjudication,review_id,review_verdict,review_reason
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,121,0.6564937266870126,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.014947683109118086,0.00510204081632653,0.029357798165137616,29,2,0,496,172,10,17,28,1,1,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9,920380cd1fea449fb5c0b178851bc530,exact_output_match,,,
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,122,0.6619192946761614,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.017937219730941704,0.0,0.025688073394495414,29,2,0,496,188,11,16,28,1,1,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9,50289a7be8414afca415be79c077653f,exact_output_match,,,
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,124,0.6727704306544592,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.01046337817638266,0.01020408163265306,0.029357798165137616,29,2,0,496,220,13,14,28,1,1,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9,c3b2edc5f39e4417a9ca17fe05013fad,exact_output_match,,,
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,130,0.7053238385893523,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.01195814648729447,0.00510204081632653,0.029357798165137616,29,2,0,496,316,19,8,28,1,1,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9,ae9e14bbe8a54d05a9fab50dba02ada3,exact_output_match,,,
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,136,0.7378772465242455,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.02242152466367713,0.002551020408163265,0.023853211009174313,29,2,0,496,412,25,2,28,1,1,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9,a277ddbccb404410b7581ecb734f80f8,exact_output_match,,,
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,138,0.7487283825025433,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.016442451420029897,0.002551020408163265,0.029357798165137616,29,2,0,496,444,27,0,28,1,1,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9,d0ebccddc5704b748ed46dd6e8350ef4,exact_output_match,,,
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer B covers crater formation, outgassing, interior assessment, surface properties, and evolution; Answer A omits several details.",2860,2399,2822,2361,16,10,0.06669445602334306,0,0,7.0,0.6827207435572454,False,False,0.006776789495976281,0.0,0.01487778958554729,0.010112359550561797,70,1,0,112,22,1,32,34,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,532609dddbe649bda0d45a86848c7cb9,blinded_semantic_review,review-004,answer_b_better,"Answer B covers crater formation, outgassing, interior assessment, surface properties, and evolution; Answer A omits several details."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,reuse,counterfactual_execution,Blinded semantic review: Answer A explicitly includes the newly exposed surface and direct interior assessment and is closer to the expected answer.,2860,2399,2822,2361,16,12,0.08003334722801167,0,0,7.0,0.6827207435572454,False,False,0.006776789495976281,0.0125,0.006376195536663124,0.010112359550561797,70,1,0,112,54,3,30,34,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,cdec8d1493304d4b816080afa7593d55,blinded_semantic_review,review-022,answer_a_better,Answer A explicitly includes the newly exposed surface and direct interior assessment and is closer to the expected answer.
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,reuse,counterfactual_execution,Blinded semantic review: Answer A more completely covers the newly exposed surface and direct assessment of the comet interior.,2860,2399,2822,2361,16,15,0.1000416840350146,0,0,7.0,0.6827207435572454,False,False,0.006776789495976281,0.00625,0.009564293304994687,0.014606741573033709,70,1,0,112,102,6,27,34,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,80e0da66aed5419f9975915e58a593cf,blinded_semantic_review,review-003,answer_a_better,Answer A more completely covers the newly exposed surface and direct assessment of the comet interior.
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer A includes crater formation, outgassing, surface-interior comparison, and dormancy objectives that Answer B omits.",2860,2399,2822,2361,16,19,0.1267194664443518,0,0,7.0,0.6827207435572454,False,False,0.006776789495976281,0.010416666666666666,0.003188097768331562,0.01348314606741573,70,1,0,112,166,10,23,34,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,0fcd18cce61b4a8f9cf8281538bfc13b,blinded_semantic_review,review-017,answer_a_better,"Answer A includes crater formation, outgassing, surface-interior comparison, and dormancy objectives that Answer B omits."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,reuse,counterfactual_execution,"Blinded semantic review: Both answers correctly cover the impact, observations, interior assessment, surface relationship, and evolution objectives with different levels of detail.",2860,2399,2822,2361,16,35,0.23343059608170072,0,0,7.0,0.6827207435572454,False,False,0.006776789495976281,0.0125,0.003188097768331562,0.016853932584269662,70,1,0,112,422,26,7,34,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,f05e8eca4c13465b9a79e4c5bdf58a45,blinded_semantic_review,review-006,equivalent,"Both answers correctly cover the impact, observations, interior assessment, surface relationship, and evolution objectives with different levels of detail."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer A covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer B omits several details.",2860,2399,2822,2361,16,40,0.26677782409337225,0,0,7.0,0.6827207435572454,False,False,0.006776789495976281,0.00625,0.004250797024442083,0.017977528089887642,70,1,0,112,502,31,2,34,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,53141d40b30a4038a2616557f1eb6299,blinded_semantic_review,review-024,answer_a_better,"Answer A covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer B omits several details."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer A covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer B omits several details.",2860,2399,2822,2361,16,124,0.8270112546894539,0,0,88.0,0.6827207435572454,False,False,0.006776789495976281,0.0020833333333333333,0.009564293304994687,0.015730337078651686,70,50,987,812,2,0,23,24,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,f7e8e9fa3b53448e9f59753570a445b5,blinded_semantic_review,review-018,answer_a_better,"Answer A covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer B omits several details."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,reuse,counterfactual_execution,Blinded semantic review: Answer B explicitly includes direct interior assessment and more closely matches the expected scientific objectives.,2860,2399,2822,2361,16,126,0.8403501458941226,0,0,88.0,0.6827207435572454,False,False,0.006776789495976281,0.008333333333333333,0.008501594048884165,0.014606741573033709,70,55,1007,831,34,2,21,24,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,8617387de31942e3be4cd6ed86f2888d,blinded_semantic_review,review-015,answer_b_better,Answer B explicitly includes direct interior assessment and more closely matches the expected scientific objectives.
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer B covers crater formation, outgassing, interior assessment, surface properties, and evolution; Answer A omits several details.",2860,2399,2822,2361,16,134,0.893705710712797,0,0,88.0,0.6827207435572454,False,False,0.006776789495976281,0.010416666666666666,0.0,0.017977528089887642,70,59,1022,954,162,10,13,24,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,2f479748226f488ab83ee349eb3bfa0c,blinded_semantic_review,review-014,answer_b_better,"Answer B covers crater formation, outgassing, interior assessment, surface properties, and evolution; Answer A omits several details."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer B covers crater formation, outgassing, interior assessment, surface properties, and evolution; Answer A omits several details.",2860,2399,2822,2361,16,139,0.9270529387244685,0,0,88.0,0.6827207435572454,False,False,0.006776789495976281,0.014583333333333334,0.004250797024442083,0.016853932584269662,70,60,1024,1033,242,15,8,24,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,f3acf9a1eca648dab96ddd5e0baa7d12,blinded_semantic_review,review-023,answer_b_better,"Answer B covers crater formation, outgassing, interior assessment, surface properties, and evolution; Answer A omits several details."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer B covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer A omits several details.",2860,2399,2822,2361,16,143,0.9537307211338057,0,0,88.0,0.6827207435572454,False,False,0.006776789495976281,0.004166666666666667,0.007438894792773645,0.012359550561797753,70,60,1024,1097,306,19,4,24,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,5e9968a37c27484794ee36f8689468a9,blinded_semantic_review,review-010,answer_b_better,"Answer B covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer A omits several details."
mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,mtrag:ccdfb6b6f98c55047ae81b705104dbd6:1-to-2,train,repair,counterfactual_execution,"Blinded semantic review: Answer A covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer B omits several details.",2860,2399,2822,2361,16,147,0.980408503543143,0,0,88.0,0.6827207435572454,False,False,0.006776789495976281,0.0020833333333333333,0.007438894792773645,0.014606741573033709,70,61,1033,1160,370,23,0,24,1,1,6,mt-rag-govt-elser-512-100-20240611,ccdfb6b6f98c55047ae81b705104dbd6,ccdfb6b6f98c55047ae81b705104dbd6<::>2,f31f30c5d46f4a13b9622d14e36f4556,blinded_semantic_review,review-027,answer_a_better,"Answer A covers the crater, outgassing, interior material, surface properties, and evolution objectives; Answer B omits several details."
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,62,0.47715247715247716,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0038022813688212928,0.016877637130801686,0.027881040892193308,31,3,359,471,37,2,23,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,6f9f262783e8498c967f59fa4fc49b4c,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,63,0.48484848484848486,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0076045627376425855,0.02531645569620253,0.027881040892193308,31,3,359,471,53,3,22,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,feed2f9fd572481eb0d37fb58df8abea,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,64,0.49254449254449256,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0038022813688212928,0.029535864978902954,0.027881040892193308,31,3,359,471,69,4,21,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,548c0c55f2ec48a6ace875886556b785,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,65,0.5002405002405003,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.019011406844106463,0.012658227848101266,0.02973977695167286,31,3,359,471,85,5,20,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,f18f1456c7a4413ea19c2495b2253771,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,67,0.5156325156325157,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0,0.008438818565400843,0.02973977695167286,31,3,359,471,117,7,18,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,37725515bb3840438ea91433b572c1df,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Blinded semantic review: Both answers give the same correct WebSocket workflow; their differences are formatting and wording only.,2053,2079,1939,1965,16,68,0.5233285233285233,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0,0.008438818565400843,0.02973977695167286,31,3,359,471,133,8,17,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,21b7d31612154d6aaa5371aeb852b5d6,blinded_semantic_review,review-001,equivalent,Both answers give the same correct WebSocket workflow; their differences are formatting and wording only.
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,70,0.5387205387205387,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0076045627376425855,0.012658227848101266,0.024163568773234202,31,3,359,471,165,10,15,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,9cff38cf84754aeca3f1741460761996,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,71,0.5464165464165465,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0038022813688212928,0.02109704641350211,0.02973977695167286,31,3,359,471,181,11,14,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,f14f5760a53f499baac7224b99df310e,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,73,0.5618085618085618,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0076045627376425855,0.012658227848101266,0.027881040892193308,31,3,359,471,213,13,12,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,15c10e50de1144e59b61a9d2b2e190ea,exact_output_match,,,
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,77,0.5925925925925926,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.011406844106463879,0.008438818565400843,0.024163568773234202,31,3,359,471,277,17,8,26,1,1,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3,ed98541a83f341b4a16c1c35c64d4d13,exact_output_match,,,
