trace_id,transition_id,split,decision,label_source,label_reason,previous_token_count,current_token_count,previous_changed_token_count,current_changed_token_count,block_size,candidate_block_index,candidate_position_ratio,relative_block_offset,nearest_changed_block_distance,source_displacement_blocks,candidate_share_of_native_recompute,same_position_match,requires_repacking,changed_candidate_token_overlap_ratio,introduced_candidate_token_overlap_ratio,removed_candidate_token_overlap_ratio,changed_candidate_token_jaccard,mtrag_case_index,mtrag_collection,mtrag_conversation_id,mtrag_current_task_id
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,136,0.7378772465242455,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.02242152466367713,0.002551020408163265,0.023853211009174313,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9
mtrag:258193fc88e0e73322e288aa03719260:8-to-9,mtrag:258193fc88e0e73322e288aa03719260:8-to-9,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2672,2949,1406,1683,16,138,0.7487283825025433,0,0,31.0,0.3574368018812463,False,False,0.009506833036244802,0.016442451420029897,0.002551020408163265,0.029357798165137616,5,mt-rag-fiqa-beir-elser-512-100-20240501,258193fc88e0e73322e288aa03719260,258193fc88e0e73322e288aa03719260<::>9
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,62,0.47715247715247716,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0038022813688212928,0.016877637130801686,0.027881040892193308,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,63,0.48484848484848486,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0076045627376425855,0.02531645569620253,0.027881040892193308,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,64,0.49254449254449256,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0038022813688212928,0.029535864978902954,0.027881040892193308,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,65,0.5002405002405003,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.019011406844106463,0.012658227848101266,0.02973977695167286,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,67,0.5156325156325157,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0,0.008438818565400843,0.02973977695167286,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,70,0.5387205387205387,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0076045627376425855,0.012658227848101266,0.024163568773234202,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,71,0.5464165464165465,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0038022813688212928,0.02109704641350211,0.02973977695167286,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,73,0.5618085618085618,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.0076045627376425855,0.012658227848101266,0.027881040892193308,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,77,0.5925925925925926,0,0,7.0,0.7907211296016137,False,False,0.008142493638676845,0.011406844106463879,0.008438818565400843,0.024163568773234202,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,mtrag:b4614daadceeecb400f7baf0aa48dcb8:2-to-3,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2053,2079,1939,1965,16,95,0.7311207311207312,0,0,54.875,0.7907211296016137,False,False,0.008142493638676845,0.0,0.0379746835443038,0.027881040892193308,7,mt-rag-ibmcloud-elser-512-100-20240502,b4614daadceeecb400f7baf0aa48dcb8,b4614daadceeecb400f7baf0aa48dcb8<::>3
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,42,0.2506527415143603,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.012287334593572778,0.0,0.02086677367576244,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,54,0.32226781051846326,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.00429553264604811,0.019261637239165328,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,63,0.37597911227154046,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.001890359168241966,0.006013745704467354,0.024077046548956663,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7
mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,mtrag:20c2cbd18c16c12c9c2bbead6aef1a21:6-to-7,train,reuse,counterfactual_execution,Reusing this block preserved the configured output-quality gate.,2787,2681,2196,2090,16,64,0.38194703468854907,0,0,4.0,0.22042755344418052,False,False,0.007655502392344498,0.003780718336483932,0.001718213058419244,0.025682182985553772,8,mt-rag-ibmcloud-elser-512-100-20240502,20c2cbd18c16c12c9c2bbead6aef1a21,20c2cbd18c16c12c9c2bbead6aef1a21<::>7
