trace_id,transition_id,split,decision,label_source,label_reason,previous_token_count,current_token_count,previous_changed_token_count,current_changed_token_count,block_size,candidate_block_index,candidate_position_ratio,relative_block_offset,nearest_changed_block_distance,source_displacement_blocks,candidate_share_of_native_recompute,same_position_match,requires_repacking,changed_candidate_token_overlap_ratio,introduced_candidate_token_overlap_ratio,removed_candidate_token_overlap_ratio,changed_candidate_token_jaccard
dependency-version-64-early-facts_reversed-v1,dependency-version-64-early-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,4,0.48484848484848486,2,2,0.0,0.8,True,False,0.0,0.0,1.0,0.0
dependency-version-64-early-facts_reversed-v1,dependency-version-64-early-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,5,0.6060606060606061,3,3,0.0,0.8,True,False,0.0,0.0,0.0,0.0
dependency-version-64-early-facts_reversed-v1,dependency-version-64-early-facts_reversed-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,132,132,1,1,16,6,0.7272727272727273,4,4,0.0,0.8,True,False,0.0,0.0,0.0,0.0
dependency-version-64-early-facts_reversed-v1,dependency-version-64-early-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,5,5,0.0,0.8,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_early-v1,dependency-version-64-middle-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",131,131,1,1,16,4,0.48854961832061067,1,1,0.0,0.7710843373493976,True,False,1.0,1.0,0.0,0.08333333333333333
dependency-version-64-middle-facts_early-v1,dependency-version-64-middle-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,131,131,1,1,16,5,0.6106870229007634,2,2,0.0,0.7710843373493976,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_early-v1,dependency-version-64-middle-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,131,131,1,1,16,6,0.732824427480916,3,3,0.0,0.7710843373493976,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_early-v1,dependency-version-64-middle-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,131,131,1,1,16,7,0.8549618320610687,4,4,0.0,0.7710843373493976,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_middle-v1,dependency-version-64-middle-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,4,0.48484848484848486,1,1,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_middle-v1,dependency-version-64-middle-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",132,132,1,1,16,5,0.6060606060606061,2,2,0.0,0.7619047619047619,True,False,1.0,1.0,1.0,0.07692307692307693
dependency-version-64-middle-facts_middle-v1,dependency-version-64-middle-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,132,132,1,1,16,6,0.7272727272727273,3,3,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_middle-v1,dependency-version-64-middle-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,4,4,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_late-v1,dependency-version-64-middle-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,132,132,1,1,16,4,0.48484848484848486,1,1,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_late-v1,dependency-version-64-middle-facts_late-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,5,0.6060606060606061,2,2,0.0,0.7619047619047619,True,False,0.0,0.0,1.0,0.0
dependency-version-64-middle-facts_late-v1,dependency-version-64-middle-facts_late-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",132,132,1,1,16,6,0.7272727272727273,3,3,0.0,0.7619047619047619,True,False,1.0,1.0,0.0,0.07692307692307693
dependency-version-64-middle-facts_late-v1,dependency-version-64-middle-facts_late-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,4,4,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_separated-v1,dependency-version-64-middle-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,4,0.48484848484848486,1,1,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_separated-v1,dependency-version-64-middle-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,132,132,1,1,16,5,0.6060606060606061,2,2,0.0,0.7619047619047619,True,False,1.0,1.0,0.0,0.06666666666666667
dependency-version-64-middle-facts_separated-v1,dependency-version-64-middle-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,132,132,1,1,16,6,0.7272727272727273,3,3,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_separated-v1,dependency-version-64-middle-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,4,4,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_reversed-v1,dependency-version-64-middle-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,132,132,1,1,16,4,0.48484848484848486,1,1,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_reversed-v1,dependency-version-64-middle-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,5,0.6060606060606061,2,2,0.0,0.7619047619047619,True,False,0.0,0.0,1.0,0.0
dependency-version-64-middle-facts_reversed-v1,dependency-version-64-middle-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,6,0.7272727272727273,3,3,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-middle-facts_reversed-v1,dependency-version-64-middle-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,4,4,0.0,0.7619047619047619,True,False,0.0,0.0,0.0,0.0
dependency-version-64-late-facts_early-v1,dependency-version-64-late-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",131,131,1,1,16,5,0.6106870229007634,1,1,0.0,0.7164179104477612,True,False,1.0,1.0,1.0,0.08333333333333333
dependency-version-64-late-facts_early-v1,dependency-version-64-late-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,131,131,1,1,16,6,0.732824427480916,2,2,0.0,0.7164179104477612,True,False,0.0,0.0,0.0,0.0
dependency-version-64-late-facts_early-v1,dependency-version-64-late-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,131,131,1,1,16,7,0.8549618320610687,3,3,0.0,0.7164179104477612,True,False,0.0,0.0,0.0,0.0
dependency-version-64-late-facts_middle-v1,dependency-version-64-late-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,5,0.6060606060606061,1,1,0.0,0.7058823529411765,True,False,0.0,0.0,1.0,0.0
dependency-version-64-late-facts_middle-v1,dependency-version-64-late-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",132,132,1,1,16,6,0.7272727272727273,2,2,0.0,0.7058823529411765,True,False,1.0,1.0,0.0,0.07692307692307693
dependency-version-64-late-facts_middle-v1,dependency-version-64-late-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,3,3,0.0,0.7058823529411765,True,False,0.0,0.0,0.0,0.0
dependency-version-64-late-facts_late-v1,dependency-version-64-late-facts_late-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,5,0.6060606060606061,1,1,0.0,0.7058823529411765,True,False,0.0,0.0,1.0,0.0
dependency-version-64-late-facts_late-v1,dependency-version-64-late-facts_late-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",132,132,1,1,16,6,0.7272727272727273,2,2,0.0,0.7058823529411765,True,False,1.0,1.0,0.0,0.07692307692307693
dependency-version-64-late-facts_late-v1,dependency-version-64-late-facts_late-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: right_fact, query",132,132,1,1,16,7,0.8484848484848485,3,3,0.0,0.7058823529411765,True,False,0.0,0.0,0.0,0.0
dependency-version-64-late-facts_separated-v1,dependency-version-64-late-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,5,0.6060606060606061,1,1,0.0,0.7058823529411765,True,False,0.0,0.0,1.0,0.0
dependency-version-64-late-facts_separated-v1,dependency-version-64-late-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,132,132,1,1,16,6,0.7272727272727273,2,2,0.0,0.7058823529411765,True,False,1.0,1.0,0.0,0.0625
dependency-version-64-late-facts_separated-v1,dependency-version-64-late-facts_separated-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,3,3,0.0,0.7058823529411765,True,False,0.0,0.0,0.0,0.0
dependency-version-64-late-facts_reversed-v1,dependency-version-64-late-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,132,132,1,1,16,5,0.6060606060606061,1,1,0.0,0.7058823529411765,True,False,1.0,1.0,0.0,0.06666666666666667
dependency-version-64-late-facts_reversed-v1,dependency-version-64-late-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,132,132,1,1,16,6,0.7272727272727273,2,2,0.0,0.7058823529411765,True,False,0.0,0.0,1.0,0.0
dependency-version-64-late-facts_reversed-v1,dependency-version-64-late-facts_reversed-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,132,132,1,1,16,7,0.8484848484848485,3,3,0.0,0.7058823529411765,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",323,323,1,1,16,4,0.19814241486068113,1,1,0.0,0.9309090909090909,True,False,1.0,1.0,0.0,0.07142857142857142
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,5,0.2476780185758514,2,2,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,6,0.29721362229102166,3,3,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,7,0.34674922600619196,4,4,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,8,0.39628482972136225,5,5,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,9,0.4458204334365325,6,6,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,10,0.4953560371517028,7,7,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,11,0.544891640866873,8,8,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,12,0.5944272445820433,9,9,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,13,0.6439628482972136,10,10,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,14,0.6934984520123839,11,11,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,15,0.7430340557275542,12,12,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,16,0.7925696594427245,13,13,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,17,0.8421052631578947,14,14,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,18,0.891640866873065,15,15,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,323,323,1,1,16,19,0.9411764705882353,16,16,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,4,0.19692307692307692,1,1,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,5,0.24615384615384617,2,2,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,6,0.2953846153846154,3,3,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,7,0.3446153846153846,4,4,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,8,0.39384615384615385,5,5,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,9,0.4430769230769231,6,6,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,325,325,1,1,16,10,0.49230769230769234,7,7,0.0,0.924187725631769,True,False,0.0,0.0,1.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",325,325,1,1,16,11,0.5415384615384615,8,8,0.0,0.924187725631769,True,False,1.0,1.0,0.0,0.07692307692307693
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,325,325,1,1,16,12,0.5907692307692308,9,9,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,13,0.64,10,10,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,14,0.6892307692307692,11,11,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,15,0.7384615384615385,12,12,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,16,0.7876923076923077,13,13,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,17,0.8369230769230769,14,14,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,18,0.8861538461538462,15,15,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,325,325,1,1,16,19,0.9353846153846154,16,16,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,4,0.19753086419753085,1,1,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,5,0.24691358024691357,2,2,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,6,0.2962962962962963,3,3,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,7,0.345679012345679,4,4,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,8,0.3950617283950617,5,5,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,9,0.4444444444444444,6,6,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,10,0.49382716049382713,7,7,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
dependency-version-256-early-facts_late-v1,dependency-version-256-early-facts_late-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,324,324,1,1,16,11,0.5432098765432098,8,8,0.0,0.927536231884058,True,False,0.0,0.0,0.0,0.0
