trace_id,transition_id,split,decision,label_source,label_reason,previous_token_count,current_token_count,previous_changed_token_count,current_changed_token_count,block_size,candidate_block_index,candidate_position_ratio,relative_block_offset,nearest_changed_block_distance,source_displacement_blocks,candidate_share_of_native_recompute,same_position_match,requires_repacking,changed_candidate_token_overlap_ratio,introduced_candidate_token_overlap_ratio,removed_candidate_token_overlap_ratio,changed_candidate_token_jaccard,edit_span_count,edit_span_count_before_candidate,previous_changed_tokens_before_candidate,current_changed_tokens_before_candidate,preceding_context_match_tokens,preceding_matching_run_blocks,following_matching_run_blocks,matching_run_length_blocks,source_occurrence_count,aligned_source_occurrence_count
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,8,0.39628482972136225,5,5,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,74,4,11,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,9,0.4458204334365325,6,6,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,90,5,10,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,10,0.4953560371517028,7,7,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,106,6,9,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,11,0.544891640866873,8,8,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,122,7,8,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,12,0.5944272445820433,9,9,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,138,8,7,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,13,0.6439628482972136,10,10,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,154,9,6,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,14,0.6934984520123839,11,11,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,170,10,5,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,15,0.7430340557275542,12,12,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,186,11,4,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,16,0.7925696594427245,13,13,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,202,12,3,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,17,0.8421052631578947,14,14,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,218,13,2,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,323,323,1,1,16,18,0.891640866873065,15,15,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,234,14,1,16,28,14
dependency-version-256-early-facts_early-v1,dependency-version-256-early-facts_early-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: query,323,323,1,1,16,19,0.9411764705882353,16,16,0.0,0.9309090909090909,True,False,0.0,0.0,0.0,0.0,1,1,1,1,250,15,0,16,1,1
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,4,0.19692307692307692,1,1,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,10,0,15,16,27,13
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,5,0.24615384615384617,2,2,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,26,1,14,16,27,13
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,6,0.2953846153846154,3,3,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,42,2,13,16,27,13
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,7,0.3446153846153846,4,4,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,58,3,12,16,27,13
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,8,0.39384615384615385,5,5,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,74,4,11,16,27,13
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,reuse,synthetic_dependency,Block does not overlap an annotated dependent segment.,325,325,1,1,16,9,0.4430769230769231,6,6,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,90,5,10,16,27,13
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: left_fact,325,325,1,1,16,10,0.49230769230769234,7,7,0.0,0.924187725631769,True,False,0.0,0.0,1.0,0.0,1,1,1,1,106,6,9,16,1,1
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,"Block overlaps annotated dependent segments: left_fact, right_fact",325,325,1,1,16,11,0.5415384615384615,8,8,0.0,0.924187725631769,True,False,1.0,1.0,0.0,0.07692307692307693,1,1,1,1,122,7,8,16,1,1
dependency-version-256-early-facts_middle-v1,dependency-version-256-early-facts_middle-v1-base-to-edit,train,repair,synthetic_dependency,Block overlaps annotated dependent segments: right_fact,325,325,1,1,16,12,0.5907692307692308,9,9,0.0,0.924187725631769,True,False,0.0,0.0,0.0,0.0,1,1,1,1,138,8,7,16,1,1
